GLOBALEVENTID	EventTimeDate	MentionTimeDate	MentionType	MentionSourceName	MentionIdentifier	SentenceID	Actor1CharOffset	Actor2CharOffset	ActionCharOffset	InRawText	Confidence	MentionDocLen	MentionDocTone	MentionDocTranslationInfo	Extras
1017487549	20211204044500	20211204070000	1	roadsafety.co.za	https://www.roadsafety.co.za/2021-12/suspects-arrested-and-firearms-confiscated/	4	556	-1	565	1	100	1388	-8.37438423645321		
783420755	20180831053000	20180831054500	1	africaleader.com	https://www.africaleader.com/news/257920786/china-denies-reports-it-plans-to-set-up-base-troops-in-afghanistan	12	2796	2864	2852	1	60	3498	-1.44665461121157		
783412084	20180831044500	20180831054500	1	africaleader.com	https://www.africaleader.com/news/257920786/china-denies-reports-it-plans-to-set-up-base-troops-in-afghanistan	6	1258	1248	1304	1	40	3498	-1.44665461121157		
777360456	20180806114500	20180806114500	1	lowvelder.co.za	https://lowvelder.co.za/445368/cape-town-taxistrike-shocking-footage-images-surface-twitter/	3	535	-1	505	1	40	4279	-3.03514376996805		
778419416	20180810083000	20180810083000	1	dispatchlive.co.za	https://www.dispatchlive.co.za/news/2018-08-10-blaze-destroys-over-20-el-homes/	2	68	82	38	1	100	1605	-3.16901408450704		
783412282	20180831044500	20180831054500	1	africaleader.com	https://www.africaleader.com/news/257920786/china-denies-reports-it-plans-to-set-up-base-troops-in-afghanistan	4	829	860	841	1	100	3498	-1.44665461121157		
724358904	20180122073000	20180122073000	1	miningweekly.com	http://www.miningweekly.com/article/government-policy-advocacy-tech-innovation-and-fact-based-talks-key-2018-ame-bc-objectives-2018-01-22	26	9256	9307	9296	1	20	9347	1.49786019971469		
777360456	20180806114500	20180806134500	1	rekordeast.co.za	https://rekordeast.co.za/178727/cape-town-taxistrike-shocking-footage-images-surface-twitter/	2	277	-1	247	1	40	3941	-2.54237288135593		
724358905	20180122073000	20180122073000	1	miningweekly.com	http://www.miningweekly.com/article/government-policy-advocacy-tech-innovation-and-fact-based-talks-key-2018-ame-bc-objectives-2018-01-22	26	9256	9331	9321	0	10	9347	1.49786019971469		
750341109	20180424123000	20180424123000	1	wheels24.co.za	https://www.wheels24.co.za/News/Guides_and_Lists/red-flags-raised-about-the-aarto-bill-demerit-system-traffic-fines-and-more-20180220	14	5648	-1	5888	0	10	6207	-5.6935817805383		
732456316	20180220164500	20180220164500	1	wheels24.co.za	http://www.wheels24.co.za/News/Guides_and_Lists/red-flags-raised-about-the-aarto-bill-demerit-system-traffic-fines-and-more-20180220	14	5648	-1	5888	0	10	6207	-5.6935817805383		
724357554	20180122073000	20180122073000	1	miningweekly.com	http://www.miningweekly.com/article/government-policy-advocacy-tech-innovation-and-fact-based-talks-key-2018-ame-bc-objectives-2018-01-22	26	9331	9256	9321	0	10	9347	1.49786019971469		
747080270	20180413004500	20180413004500	1	townpress.co.za	http://townpress.co.za/live/2018/04/cele-urges-communitys-participation-in-fighting-crime/	8	1252	1271	1263	0	40	1361	-2.51046025104603		
783412243	20180831044500	20180831054500	1	africaleader.com	https://www.africaleader.com/news/257920786/china-denies-reports-it-plans-to-set-up-base-troops-in-afghanistan	6	1248	1258	1304	1	40	3498	-1.44665461121157		
783412242	20180831044500	20180831054500	1	africaleader.com	https://www.africaleader.com/news/257920786/china-denies-reports-it-plans-to-set-up-base-troops-in-afghanistan	6	1248	1258	1304	0	10	3498	-1.44665461121157		
983482373	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	16	2445	2497	2512	0	40	2848	-8.99581589958158		
777360051	20180806114500	20180806114500	1	lowvelder.co.za	https://lowvelder.co.za/445368/cape-town-taxistrike-shocking-footage-images-surface-twitter/	7	2511	2804	2717	0	20	4279	-3.03514376996805		
724357553	20180122073000	20180122073000	1	miningweekly.com	http://www.miningweekly.com/article/government-policy-advocacy-tech-innovation-and-fact-based-talks-key-2018-ame-bc-objectives-2018-01-22	26	9307	9256	9296	1	20	9347	1.49786019971469		
728895246	20180207130000	20180207130000	1	anc.org.za	http://www.anc.org.za/content/programme-national-officials-ahead-launch-mandela-centenary-celebrations	1	180	197	261	1	50	2934	1.86480186480186		
724357236	20180122073000	20180122073000	1	miningweekly.com	http://www.miningweekly.com/article/government-policy-advocacy-tech-innovation-and-fact-based-talks-key-2018-ame-bc-objectives-2018-01-22	26	9262	9307	9296	0	20	9347	1.49786019971469		
747080271	20180413004500	20180413004500	1	townpress.co.za	http://townpress.co.za/live/2018/04/cele-urges-communitys-participation-in-fighting-crime/	1	6	19	13	0	40	1361	-2.51046025104603		
747080265	20180413004500	20180413004500	1	townpress.co.za	http://townpress.co.za/live/2018/04/cele-urges-communitys-participation-in-fighting-crime/	6	826	-1	791	0	20	1361	-2.51046025104603		
724357519	20180122073000	20180122073000	1	miningweekly.com	http://www.miningweekly.com/article/government-policy-advocacy-tech-innovation-and-fact-based-talks-key-2018-ame-bc-objectives-2018-01-22	26	9307	9262	9296	0	20	9347	1.49786019971469		
747079806	20180413004500	20180413004500	1	townpress.co.za	http://townpress.co.za/live/2018/04/cele-urges-communitys-participation-in-fighting-crime/	6	-1	826	791	0	20	1361	-2.51046025104603		
728895248	20180207130000	20180207130000	1	anc.org.za	http://www.anc.org.za/content/programme-national-officials-ahead-launch-mandela-centenary-celebrations	1	180	317	261	1	50	2934	1.86480186480186		
747080263	20180413004500	20180413004500	1	townpress.co.za	http://townpress.co.za/live/2018/04/cele-urges-communitys-participation-in-fighting-crime/	6	729	-1	813	0	20	1361	-2.51046025104603		
765284139	20180619000000	20180619114500	1	netwerk24.com	https://www.netwerk24.com/ZA/Tygerburger/update-missing-girl-found-20180619	3	537	-1	544	1	100	564	1.02040816326531		
777360051	20180806114500	20180806134500	1	rekordeast.co.za	https://rekordeast.co.za/178727/cape-town-taxistrike-shocking-footage-images-surface-twitter/	6	2262	2555	2468	0	20	3941	-2.54237288135593		
908772854	20200227114500	20200227114500	1	roadsafety.co.za	https://www.roadsafety.co.za/2020-02/suspect-arrested-for-cable-theft-another-one-arrested-with-a-firearm/	5	-1	880	864	1	50	1269	-11.3861386138614		
777359842	20180806114500	20180806114500	1	lowvelder.co.za	https://lowvelder.co.za/445368/cape-town-taxistrike-shocking-footage-images-surface-twitter/	2	-1	463	405	0	60	4279	-3.03514376996805		
783412083	20180831044500	20180831054500	1	africaleader.com	https://www.africaleader.com/news/257920786/china-denies-reports-it-plans-to-set-up-base-troops-in-afghanistan	6	1258	1248	1304	0	10	3498	-1.44665461121157		
777359842	20180806114500	20180806134500	1	rekordeast.co.za	https://rekordeast.co.za/178727/cape-town-taxistrike-shocking-footage-images-surface-twitter/	1	-1	205	147	0	60	3941	-2.54237288135593		
983482105	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	7	691	816	736	0	60	2848	-8.99581589958158		
778419417	20180810083000	20180810083000	1	dispatchlive.co.za	https://www.dispatchlive.co.za/news/2018-08-10-blaze-destroys-over-20-el-homes/	2	68	154	173	1	100	1605	-3.16901408450704		
983405789	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	16	2445	2497	2512	0	40	2848	-8.99581589958158		
753707605	20180507080000	20180507080000	1	businesslive.co.za	https://www.businesslive.co.za/bd/national/2018-05-07-unions-mull-fresh-wage-offer-as-bus-strike-enters-its-fourth-week/	4	697	781	736	0	60	1916	-2.47349823321555		
962364034	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	2	179	313	224	0	20	733	-2.11267605633803		
753706788	20180507080000	20180507080000	1	businesslive.co.za	https://www.businesslive.co.za/bd/national/2018-05-07-unions-mull-fresh-wage-offer-as-bus-strike-enters-its-fourth-week/	4	781	697	736	0	60	1916	-2.47349823321555		
777360455	20180806114500	20180806134500	1	rekordeast.co.za	https://rekordeast.co.za/178727/cape-town-taxistrike-shocking-footage-images-surface-twitter/	2	277	-1	247	0	60	3941	-2.54237288135593		
750341110	20180424123000	20180424123000	1	wheels24.co.za	https://www.wheels24.co.za/News/Guides_and_Lists/red-flags-raised-about-the-aarto-bill-demerit-system-traffic-fines-and-more-20180220	14	5648	-1	5888	0	10	6207	-5.6935817805383		
753707604	20180507080000	20180507080000	1	businesslive.co.za	https://www.businesslive.co.za/bd/national/2018-05-07-unions-mull-fresh-wage-offer-as-bus-strike-enters-its-fourth-week/	4	697	-1	708	1	100	1916	-2.47349823321555		
753708190	20180507080000	20180507080000	1	businesslive.co.za	https://www.businesslive.co.za/bd/national/2018-05-07-unions-mull-fresh-wage-offer-as-bus-strike-enters-its-fourth-week/	4	828	697	736	1	40	1916	-2.47349823321555		
962364075	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	2	179	209	224	1	20	733	-2.11267605633803		
983482079	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	16	2433	2474	2487	0	40	2848	-8.99581589958158		
962364036	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	1	0	55	13	0	60	733	-2.11267605633803		
783413416	20180831044500	20180831054500	1	africaleader.com	https://www.africaleader.com/news/257920786/china-denies-reports-it-plans-to-set-up-base-troops-in-afghanistan	12	2796	2864	2852	0	20	3498	-1.44665461121157		
747080728	20180413004500	20180413004500	1	townpress.co.za	http://townpress.co.za/live/2018/04/cele-urges-communitys-participation-in-fighting-crime/	7	1039	1115	1046	1	100	1361	-2.51046025104603		
685928763	20170901133000	20170901133000	1	thepresidency.gov.za	http://www.thepresidency.gov.za/speeches/address-deputy-president-cyril-ramaphosa-11th-annual-competition-law,-economics-and-policy	10	5074	5185	5088	1	100	10821	-2.36826524570752		
992404239	20210628144500	20210628144500	1	thedailyvox.co.za	https://www.thedailyvox.co.za/healthcareduringapandemic-we-speak-to-three-women-to-understand-their-experiences/	14	-1	4406	4391	1	50	4645	-1.62094763092269		
983404166	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	15	-1	1880	1848	1	100	2848	-8.99581589958158		
633745892	20170305124500	20170305124500	1	sanews.gov.za	http://www.sanews.gov.za/south-africa/western-cape-tackles-attacks-emergency-personnel	6	2962	2988	2956	1	50	3119	-6.14203454894434		
690529408	20170918094500	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	5	1093	1183	1166	0	10	2497	-3.96825396825397		
747080264	20180413004500	20180413004500	1	townpress.co.za	http://townpress.co.za/live/2018/04/cele-urges-communitys-participation-in-fighting-crime/	6	743	-1	843	0	20	1361	-2.51046025104603		
632351146	20170301080000	20170301080000	1	shabellenews.com	http://www.shabellenews.com/2017/03/four-somali-shopkeepers-killed-in-south-africa/	2	159	68	88	0	20	1935	-7.80346820809249		
962363880	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	2	278	179	224	0	100	733	-2.11267605633803		
665594747	20170617001500	20170617001500	1	sabc.co.za	http://www.sabc.co.za/news/a/10e46c8041878a1daf06efbbbb0e2c33/Parties-in-W-Cape-commemorate-Youth-Day-20170616	4	622	674	651	1	50	737	1.73913043478261		
962364043	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	1	0	93	13	1	40	733	-2.11267605633803		
962364035	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	2	179	278	224	0	60	733	-2.11267605633803		
962364265	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	3	364	421	412	0	30	733	-2.11267605633803		
704236772	20171106071500	20171106071500	1	deentv.co.za	http://www.deentv.co.za/anc-stones-da-vehicle-and-supporters-in-cross-roads/	1	197	384	292	0	20	2120	-1.18110236220473		
983405786	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	2	60	-1	85	0	60	2848	-8.99581589958158		
983481543	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	14	1763	-1	1795	0	60	2848	-8.99581589958158		
962363908	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	1	93	0	13	1	40	733	-2.11267605633803		
983482371	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	2	60	-1	85	0	60	2848	-8.99581589958158		
732456315	20180220164500	20180220164500	1	wheels24.co.za	http://www.wheels24.co.za/News/Guides_and_Lists/red-flags-raised-about-the-aarto-bill-demerit-system-traffic-fines-and-more-20180220	14	5648	-1	5888	0	10	6207	-5.6935817805383		
690518295	20170918090000	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	5	1093	1162	1146	1	20	2497	-3.96825396825397		
962364339	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	2	209	179	224	1	20	733	-2.11267605633803		
978660961	20210408020000	20210408064500	1	roadsafety.co.za	https://www.roadsafety.co.za/2021-04/four-suspects-arrested-for-the-possession-of-illegal-firearms-in-browns-farm-nyanga/	15	-1	2429	2396	1	100	2431	-11.7224880382775		
753707612	20180507080000	20180507080000	1	businesslive.co.za	https://www.businesslive.co.za/bd/national/2018-05-07-unions-mull-fresh-wage-offer-as-bus-strike-enters-its-fourth-week/	4	697	828	736	1	40	1916	-2.47349823321555		
1049368722	20220614164500	20220614164500	1	thecable.ng	https://www.thecable.ng/child-diarrhea-cases-surge-as-sewage-runs-on-cape-town-streets	3	1054	1070	1061	0	20	1481	-3.33333333333333		
983481544	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	7	816	691	678	0	60	2848	-8.99581589958158		
983481486	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	15	-1	1880	1848	1	100	2848	-8.99581589958158		
949582700	20201001000000	20201001101500	1	roadsafety.co.za	https://www.roadsafety.co.za/2020-10/police-investigate-as-six-people-are-killed-and-four-wounded-in-khayelitsha-shooting/	1	0	-1	76	1	100	632	-13.2743362831858		
992404971	20210628144500	20210628144500	1	thedailyvox.co.za	https://www.thedailyvox.co.za/healthcareduringapandemic-we-speak-to-three-women-to-understand-their-experiences/	14	4406	-1	4391	1	50	4645	-1.62094763092269		
983482372	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	16	2445	2475	2488	1	20	2848	-8.99581589958158		
962363879	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	2	313	179	224	0	20	733	-2.11267605633803		
706601079	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	1	313	425	438	0	20	2824	-0.666666666666671		
777360455	20180806114500	20180806114500	1	lowvelder.co.za	https://lowvelder.co.za/445368/cape-town-taxistrike-shocking-footage-images-surface-twitter/	3	535	-1	505	0	60	4279	-3.03514376996805		
962363953	20210102110000	20210102110000	1	sabcnews.com	https://www.sabcnews.com/sabcnews/firefighters-battle-blaze-in-khayelitsha/	3	398	415	422	1	70	733	-2.11267605633803		
706600530	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	4	-1	1543	1520	1	60	2824	-0.666666666666671		
706600993	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	7	2191	2367	2162	0	10	2824	-0.666666666666671		
1049291220	20220614081500	20220614164500	1	thecable.ng	https://www.thecable.ng/child-diarrhea-cases-surge-as-sewage-runs-on-cape-town-streets	3	1054	1070	1061	1	60	1481	-3.33333333333333		
706601080	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	1	313	407	419	0	20	2824	-0.666666666666671		
978660961	20210408020000	20210408064500	1	roadsafety.co.za	https://www.roadsafety.co.za/2021-04/four-suspects-arrested-for-the-possession-of-illegal-firearms-in-browns-farm-nyanga/	15	2429	-1	2396	1	100	2431	-11.7224880382775		
632351363	20170301080000	20170301080000	1	shabellenews.com	http://www.shabellenews.com/2017/03/four-somali-shopkeepers-killed-in-south-africa/	6	661	-1	654	0	20	1935	-7.80346820809249		
623993431	20170203224500	20170203224500	1	sabc.co.za	http://www.sabc.co.za/news/a/1fa884804ff0446bafacff2890c6dd6e/Shock-at-Somali-nationals-killed-in-Khayelitsha-20170203	2	96	112	137	0	40	1426	-4.87804878048781		
660236001	20170530080000	20170530080000	1	iafrica.com	http://news.iafrica.com/sa/1050373.html	2	103	79	53	0	40	2060	-4.31034482758621		
706600990	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	7	2191	2325	2173	1	30	2824	-0.666666666666671		
690517173	20170918090000	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	8	1659	-1	1687	0	40	2497	-3.96825396825397		
983404139	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	3	-1	165	187	0	40	2848	-8.99581589958158		
706601111	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	1	313	401	416	1	10	2824	-0.666666666666671		
983405216	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	7	691	816	736	0	60	2848	-8.99581589958158		
624428781	20170205170000	20170205170000	1	sabc.co.za	http://www.sabc.co.za/news/a/1fa884804ff0446bafacff2890c6dd6e/Shock-at-Somali-nationals-killed-in-Khayelitsha	2	96	-1	123	1	60	1426	-4.87804878048781		
685894495	20170901100000	20170901123000	1	gov.za	https://www.gov.za/speeches/deputy-president-cyril-ramaphosa-11th-annual-competition-law-economics-and-policy	22	9153	-1	9181	1	100	10611	-2.4376088218224		
983482106	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	7	691	816	678	0	60	2848	-8.99581589958158		
953585258	20201030120000	20201030120000	1	roadsafety.co.za	https://www.roadsafety.co.za/2020-10/several-suspects-arrested-and-drugs-taken-off-the-streets-in-blikkiesdorp-delft-steenberg-and-khayelitsha/	2	113	-1	284	1	100	2409	-4.6875		
685894380	20170901100000	20170901133000	1	thepresidency.gov.za	http://www.thepresidency.gov.za/speeches/address-deputy-president-cyril-ramaphosa-11th-annual-competition-law,-economics-and-policy	21	8682	-1	8725	0	40	10821	-2.36826524570752		
983405154	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	16	2433	2474	2487	0	40	2848	-8.99581589958158		
665591740	20170617001500	20170617001500	1	sabc.co.za	http://www.sabc.co.za/news/a/10e46c8041878a1daf06efbbbb0e2c33/Parties-in-W-Cape-commemorate-Youth-Day-20170616	2	277	294	225	1	100	737	1.73913043478261		
694647673	20171003051500	20171003094500	1	destinyconnect.com	http://www.destinyconnect.com/2017/10/03/60-year-waiting-period-houses-cape-town-khayelitsha-residents-told/	8	2033	-1	2057	1	80	3685	-1.9108280254777		
706600982	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	7	2191	2296	2162	0	60	2824	-0.666666666666671		
1006590850	20210928230000	20210928230000	1	thedailyvox.co.za	https://www.thedailyvox.co.za/healthcareduringapandemic-we-speak-to-three-women-to-understand-their-experiences/	12	-1	4267	4252	1	50	4494	-2.06185567010309		
983404307	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	7	816	691	678	0	60	2848	-8.99581589958158		
706600688	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	9	2735	-1	2771	0	20	2824	-0.666666666666671		
704235758	20171106071500	20171106071500	1	deentv.co.za	http://www.deentv.co.za/anc-stones-da-vehicle-and-supporters-in-cross-roads/	1	253	378	292	1	30	2120	-1.18110236220473		
706600992	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	7	2191	2325	2162	1	30	2824	-0.666666666666671		
704236793	20171106071500	20171106071500	1	deentv.co.za	http://www.deentv.co.za/anc-stones-da-vehicle-and-supporters-in-cross-roads/	1	197	378	292	1	30	2120	-1.18110236220473		
632350913	20170301080000	20170301080000	1	shabellenews.com	http://www.shabellenews.com/2017/03/four-somali-shopkeepers-killed-in-south-africa/	7	-1	826	846	0	40	1935	-7.80346820809249		
706600981	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	7	2191	2296	2173	0	60	2824	-0.666666666666671		
704235735	20171106071500	20171106071500	1	deentv.co.za	http://www.deentv.co.za/anc-stones-da-vehicle-and-supporters-in-cross-roads/	1	253	384	292	0	20	2120	-1.18110236220473		
983405217	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	7	691	816	678	0	60	2848	-8.99581589958158		
654132815	20170509193000	20170509193000	1	sanews.gov.za	http://www.sanews.gov.za/south-africa/minister-sisulu-not-billed-attend-birthday-celebrations	1	0	-1	30	1	100	630	1.85185185185185		
632351145	20170301080000	20170301080000	1	shabellenews.com	http://www.shabellenews.com/2017/03/four-somali-shopkeepers-killed-in-south-africa/	2	159	68	88	0	40	1935	-7.80346820809249		
983405787	20210505183000	20210505221500	1	africaleader.com	https://www.africaleader.com/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	16	2445	2475	2488	1	20	2848	-8.99581589958158		
963118290	20210107091500	20210107120000	1	heraldlive.co.za	https://www.heraldlive.co.za/news/politics/2021-01-07-watch-arrogant-or-provoked-lindiwe-sisulus-public-outburst-splits-mzansi/	3	581	749	759	0	20	1200	-7.17703349282297		
983481463	20210506041500	20210506041500	1	calcuttanews.net	https://www.calcuttanews.net/news/269254218/man-arrested-in-connection-with-murder-of-cape-town-woman	3	-1	165	187	0	40	2848	-8.99581589958158		
646021318	20170412071500	20170412110000	1	memeburn.com	https://memeburn.com/2017/04/busstrike-cape-town-johannesburg/	5	2238	-1	2228	0	20	3252	-3.16831683168317		
706600690	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	4	1508	1538	1515	0	40	2824	-0.666666666666671		
654132797	20170509193000	20170509193000	1	sanews.gov.za	http://www.sanews.gov.za/south-africa/minister-sisulu-not-billed-attend-birthday-celebrations	1	0	-1	46	1	100	630	1.85185185185185		
685894198	20170901100000	20170901123000	1	gov.za	https://www.gov.za/speeches/deputy-president-cyril-ramaphosa-11th-annual-competition-law-economics-and-policy	14	-1	5638	5622	1	100	10611	-2.4376088218224		
690517174	20170918090000	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	3	925	-1	955	0	20	2497	-3.96825396825397		
706600991	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	7	2191	2367	2173	0	10	2824	-0.666666666666671		
690518294	20170918090000	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	5	1093	1162	1146	0	30	2497	-3.96825396825397		
665594744	20170617001500	20170617001500	1	sabc.co.za	http://www.sabc.co.za/news/a/10e46c8041878a1daf06efbbbb0e2c33/Parties-in-W-Cape-commemorate-Youth-Day-20170616	3	414	-1	516	1	100	737	1.73913043478261		
646019305	20170412071500	20170412110000	1	memeburn.com	https://memeburn.com/2017/04/busstrike-cape-town-johannesburg/	5	-1	2238	2228	0	20	3252	-3.16831683168317		
690518293	20170918090000	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	5	1093	1162	1146	0	20	2497	-3.96825396825397		
685929238	20170901133000	20170901133000	1	thepresidency.gov.za	http://www.thepresidency.gov.za/speeches/address-deputy-president-cyril-ramaphosa-11th-annual-competition-law,-economics-and-policy	22	9394	-1	9422	1	60	10821	-2.36826524570752		
632351144	20170301080000	20170301080000	1	shabellenews.com	http://www.shabellenews.com/2017/03/four-somali-shopkeepers-killed-in-south-africa/	2	128	52	75	0	20	1935	-7.80346820809249		
690511858	20170918083000	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	6	1458	1491	1498	1	100	2497	-3.96825396825397		
706600689	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	9	2715	-1	2745	0	40	2824	-0.666666666666671		
706601078	20171114011500	20171114011500	1	ann7.com	http://www.ann7.com/bid-to-protect-ems-staff/	1	313	425	438	0	20	2824	-0.666666666666671		
624428775	20170205170000	20170205170000	1	sabc.co.za	http://www.sabc.co.za/news/a/1fa884804ff0446bafacff2890c6dd6e/Shock-at-Somali-nationals-killed-in-Khayelitsha	4	316	-1	331	1	100	1426	-4.87804878048781		
624428778	20170205170000	20170205170000	1	sabc.co.za	http://www.sabc.co.za/news/a/1fa884804ff0446bafacff2890c6dd6e/Shock-at-Somali-nationals-killed-in-Khayelitsha	2	96	112	137	0	40	1426	-4.87804878048781		
690517175	20170918090000	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	3	899	-1	928	0	40	2497	-3.96825396825397		
685894178	20170901100000	20170901123000	1	gov.za	https://www.gov.za/speeches/deputy-president-cyril-ramaphosa-11th-annual-competition-law-economics-and-policy	10	4479	4590	4493	1	100	10611	-2.4376088218224		
660235795	20170530080000	20170530080000	1	iafrica.com	http://news.iafrica.com/sa/1050373.html	2	-1	85	53	0	80	2060	-4.31034482758621		
685894198	20170901100000	20170901133000	1	thepresidency.gov.za	http://www.thepresidency.gov.za/speeches/address-deputy-president-cyril-ramaphosa-11th-annual-competition-law,-economics-and-policy	14	-1	6162	6146	1	100	10821	-2.36826524570752		
685894388	20170901100000	20170901133000	1	thepresidency.gov.za	http://www.thepresidency.gov.za/speeches/address-deputy-president-cyril-ramaphosa-11th-annual-competition-law,-economics-and-policy	21	8682	-1	8703	0	40	10821	-2.36826524570752		
694647674	20171003051500	20171003081500	1	destinyman.com	https://www.destinyman.com/2017/10/03/350-000-people-cape-town-housing-list/	8	1900	-1	1924	0	20	3588	-1.97368421052631		
690529409	20170918094500	20170918111500	1	ofm.co.za	https://www.ofm.co.za/article/national/250208/flames-rubber-bullets-mark-cape-town-taxistrike	5	1093	1183	1166	0	20	2497	-3.96825396825397		
694647674	20171003051500	20171003094500	1	destinyconnect.com	http://www.destinyconnect.com/2017/10/03/60-year-waiting-period-houses-cape-town-khayelitsha-residents-told/	8	2033	-1	2057	0	20	3685	-1.9108280254777		
