GLOBALEVENTID	SQLDATE	MonthYear	Year	FractionDate	Actor1Code	Actor1Name	Actor1CountryCode	Actor1KnownGroupCode	Actor1EthnicCode	Actor1Religion1Code	Actor1Religion2Code	Actor1Type1Code	Actor1Type2Code	Actor1Type3Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code	IsRootEvent	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	Actor1Geo_Type	Actor1Geo_FullName	Actor1Geo_CountryCode	Actor1Geo_ADM1Code	Actor1Geo_ADM2Code	Actor1Geo_Lat	Actor1Geo_Long	Actor1Geo_FeatureID	Actor2Geo_Type	Actor2Geo_FullName	Actor2Geo_CountryCode	Actor2Geo_ADM1Code	Actor2Geo_ADM2Code	Actor2Geo_Lat	Actor2Geo_Long	Actor2Geo_FeatureID	ActionGeo_Type	ActionGeo_FullName	ActionGeo_CountryCode	ActionGeo_ADM1Code	ActionGeo_ADM2Code	ActionGeo_Lat	ActionGeo_Long	ActionGeo_FeatureID	DATEADDED	SOURCEURL
843998251	20190509	201905	2019	2019.3534	CVL	VOTER						CVL													1	110	110	11	3	-2.0	2	1	2	-2.48868778280543	4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20190509064500	https://www.iol.co.za/capetimes/news/i-voted-for-what-i-know-rather-than-start-something-i-dont-know-22864362
629283997	20170220	201702	2017	2017.137	SOM	SOMALI	SOM																		1	110	110	11	3	-2.0	10	1	10	-6.4804469273743	1	Somalia	SO	SO		10.0	49.0	SO	0								1	Somalia	SO	SO		10.0	49.0	SO	20170220063000	http://www.thenewage.co.za/somali-nationals-live-in-fear/
632097704	20170228	201702	2017	2017.1589	AFR	AFRICA	AFR								SOM	SOMALIA	SOM								1	193	193	19	4	-10.0	8	1	8	-7.69230769230769	1	Somalia	SO	SO		10.0	49.0	SO	1	Somalia	SO	SO		10.0	49.0	SO	1	Somalia	SO	SO		10.0	49.0	SO	20170228153000	http://www.iol.co.za/news/crime-courts/four-somali-shopkeepers-killed-in-khayelitsha-in-under-a-month-7968895
970916919	20210222	202102	2021	2021.1425											ZAF	CAPE TOWN	ZAF								0	060	060	06	2	6.0	2	1	2	-4.37956204379562	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20210222121500	https://www.news24.com/news24/SouthAfrica/News/guns-grenade-discovered-in-cape-town-home-after-police-respond-to-domestic-assault-complaint-20210222
951471472	20201013	202010	2020	2020.7753	AFR	AFRICA	AFR																		0	1711	171	17	4	-9.2	2	1	2	-9.87654320987656	4	Kraaifontein, Free State, South Africa	SF	SF03	77324	-30.0808	25.6708	-1247907	0								4	Kraaifontein, Free State, South Africa	SF	SF03	77324	-30.0808	25.6708	-1247907	20201013113000	https://www.iol.co.za/capeargus/news/kraaifontein-family-in-pain-after-son-stabbed-to-death-allegedly-by-neighbour-0062e776-d43e-4df2-ae5e-9ed7b046d62b
974572353	20210315	202103	2021	2021.2055	AFR	AFRICA	AFR								GOV	MINIST						GOV			1	173	173	17	4	-5.0	4	1	4	-9.87654320987658	4	Lepelle, Limpopo, South Africa	SF	SF09	77355	-24.4333	30.6	-1252869	4	Lepelle, Limpopo, South Africa	SF	SF09	77355	-24.4333	30.6	-1252869	4	Lepelle, Limpopo, South Africa	SF	SF09	77355	-24.4333	30.6	-1252869	20210315113000	https://www.timeslive.co.za/politics/2021-03-15-lindiwe-sisulus-good-governance-and-toxic-corruption-statement-angers-many/
936203547	20200720	202007	2020	2020.5479	COP	LAW ENFORCEMENT AGENCIES						COP													0	090	090	09	2	-2.0	5	1	5	-5.76441102756892	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20200720224500	https://citizen.co.za/news/south-africa/crime/2325383/watch-repairs-in-khayelitsha-on-hold-after-eskom-vehicle-torched-in-arson-attack/
964015655	20210112	202101	2021	2021.0329	AFR	AFRICA	AFR																		0	020	020	02	1	3.0	6	1	6	-3.82848392036753	4	Sea Point, Western Cape, South Africa	SF	SF11	77317	-33.9198	18.3893	-1282051	0								4	Sea Point, Western Cape, South Africa	SF	SF11	77317	-33.9198	18.3893	-1282051	20210112220000	https://www.dailymaverick.co.za/article/2021-01-12-activists-call-for-city-of-cape-town-to-prioritise-adequate-housing-for-the-poor-and-homeless/
966717549	20210128	202101	2021	2021.0767	COP	POLICE						COP													1	1711	171	17	4	-9.2	10	1	10	-9.2063492063492	4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	0								4	Khayelitsha, Western Cape, South Africa	SF	SF11	77317	-34.0393	18.6792	-1243454	20210128113000	https://www.iol.co.za/news/south-africa/western-cape/saps-clerk-ex-cop-among-suspects-busted-with-firearms-and-ammunition-928f40b0-08fb-5301-9111-66ac744cb3ae
988174592	20210602	202106	2021	2021.4164	AFR	AFRICA	AFR																		0	036	036	03	1	4.0	4	1	4	-3.80952380952381	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20210602163000	https://www.groundup.org.za/article/nyanga-mom-says-she-had-to-miss-her-babys-hospital-appointment-due-to-ongoing-protests-by-taxi-drivers/
